,DATE,TEMP,TEMP_Count,DEWP,DEWP_Count,SLP,SLP_Count,STP,STP_Count,VISIB,VISIB_Count,WDSP,WDSP_Count,MXSPD,GUST,MAX,MIN,PRCP,SNDP,MAX_Flag,MIN_Flag,PRCP_Flag,TEMP_is_missing,TEMP_Count_is_missing,DEWP_is_missing,DEWP_Count_is_missing,SLP_is_missing,SLP_Count_is_missing,STP_is_missing,STP_Count_is_missing,VISIB_is_missing,VISIB_Count_is_missing,WDSP_is_missing,WDSP_Count_is_missing,MXSPD_is_missing,GUST_is_missing,MAX_is_missing,MIN_is_missing,PRCP_is_missing,SNDP_is_missing,Is_Fog,Is_Rain or Drizzle,Is_Snow or Ice Pellets,Is_Hail,Is_Thunder,Is_Tornado or Funnel Cloud
44,1937-02-13,17.2,4.0,9999.9,0.0,1015.3,4.0,9999.9,0.0,1.4,4.0,13.3,4.0,18.1,999.9,19.0,12.0,99.99,999.9,*,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
45,1937-02-14,26.2,4.0,9999.9,0.0,1010.5,4.0,9999.9,0.0,2.2,4.0,23.9,4.0,23.9,999.9,28.0,19.0,99.99,999.9,_,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
46,1937-02-15,17.2,4.0,9999.9,0.0,1017.8,4.0,9999.9,0.0,2.2,4.0,12.0,4.0,13.0,999.9,21.0,14.0,99.99,999.9,_,*,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
47,1937-02-16,19.8,4.0,9999.9,0.0,1013.0,4.0,9999.9,0.0,2.2,4.0,8.0,4.0,13.0,999.9,21.0,14.0,99.99,999.9,_,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
48,1937-02-17,21.7,4.0,9999.9,0.0,1021.6,4.0,9999.9,0.0,3.0,4.0,4.3,4.0,5.1,999.9,28.0,16.0,99.99,999.9,_,*,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
49,1937-02-18,20.3,4.0,9999.9,0.0,1026.7,4.0,9999.9,0.0,1.6,4.0,8.2,4.0,13.0,999.9,23.0,16.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
50,1937-02-19,20.3,4.0,9999.9,0.0,1024.9,4.0,9999.9,0.0,2.5,4.0,12.2,4.0,18.1,999.9,25.0,14.0,0.0,999.9,_,*,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
51,1937-02-20,13.0,4.0,9999.9,0.0,1017.1,4.0,9999.9,0.0,2.5,4.0,16.8,4.0,18.1,999.9,18.0,10.0,99.99,999.9,_,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
52,1937-02-21,17.5,4.0,9999.9,0.0,1009.8,4.0,9999.9,0.0,1.2,4.0,12.0,4.0,13.0,999.9,21.0,10.0,99.99,999.9,*,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
53,1937-02-22,21.2,4.0,9999.9,0.0,1005.0,4.0,9999.9,0.0,0.5,4.0,7.0,4.0,8.9,999.9,25.0,16.0,99.99,999.9,_,*,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
54,1937-02-23,21.7,4.0,9999.9,0.0,994.9,4.0,9999.9,0.0,1.2,4.0,8.9,4.0,8.9,999.9,27.0,16.0,99.99,999.9,*,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
55,1937-02-24,32.8,4.0,9999.9,0.0,997.8,4.0,9999.9,0.0,3.0,4.0,12.2,4.0,18.1,999.9,37.0,27.0,99.99,999.9,_,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
56,1937-02-25,24.5,4.0,9999.9,0.0,994.8,4.0,9999.9,0.0,1.4,4.0,15.5,4.0,18.1,999.9,27.0,21.0,99.99,999.9,*,*,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
57,1937-02-26,17.0,4.0,9999.9,0.0,1002.4,4.0,9999.9,0.0,4.3,4.0,10.0,4.0,13.0,999.9,21.0,10.0,99.99,999.9,_,*,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
58,1937-02-27,12.2,4.0,9999.9,0.0,1017.5,4.0,9999.9,0.0,2.2,4.0,999.9,0.0,999.9,999.9,19.0,3.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
59,1937-02-28,14.3,4.0,9999.9,0.0,1030.0,4.0,9999.9,0.0,0.9,4.0,1.0,4.0,1.9,999.9,23.0,10.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
60,1937-03-01,14.5,4.0,9999.9,0.0,1037.1,4.0,9999.9,0.0,0.9,4.0,1.3,4.0,5.1,999.9,28.0,0.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
61,1937-03-02,14.3,4.0,9999.9,0.0,1037.4,4.0,9999.9,0.0,0.5,4.0,0.0,4.0,999.9,999.9,28.0,-2.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
62,1937-03-03,18.8,4.0,9999.9,0.0,1035.9,4.0,9999.9,0.0,1.1,4.0,2.7,4.0,8.9,999.9,28.0,10.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
63,1937-03-04,11.5,4.0,9999.9,0.0,1038.4,4.0,9999.9,0.0,3.9,4.0,0.5,4.0,1.9,999.9,28.0,-6.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
64,1937-03-05,13.2,4.0,9999.9,0.0,1034.8,4.0,9999.9,0.0,1.9,4.0,1.0,4.0,1.9,999.9,25.0,3.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
65,1937-03-06,15.5,4.0,9999.9,0.0,1023.4,4.0,9999.9,0.0,1.7,4.0,7.0,4.0,8.9,999.9,23.0,7.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
66,1937-03-07,26.5,4.0,9999.9,0.0,1013.1,4.0,9999.9,0.0,0.7,4.0,6.0,4.0,8.9,999.9,30.0,18.0,99.99,999.9,_,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
67,1937-03-08,27.0,4.0,9999.9,0.0,1004.8,4.0,9999.9,0.0,1.0,4.0,3.7,4.0,8.9,999.9,34.0,19.0,99.99,999.9,_,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
68,1937-03-09,32.5,4.0,9999.9,0.0,1007.2,4.0,9999.9,0.0,2.4,4.0,3.8,4.0,5.1,999.9,37.0,25.0,99.99,999.9,_,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
69,1937-03-10,30.7,4.0,9999.9,0.0,1007.8,4.0,9999.9,0.0,1.9,4.0,2.7,4.0,8.9,999.9,36.0,25.0,0.0,999.9,_,*,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
70,1937-03-12,29.3,4.0,9999.9,0.0,1011.4,4.0,9999.9,0.0,1.5,4.0,2.2,4.0,5.1,999.9,34.0,25.0,99.99,999.9,_,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
71,1937-03-13,29.3,4.0,9999.9,0.0,1020.0,4.0,9999.9,0.0,3.4,4.0,5.7,4.0,8.9,999.9,34.0,27.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
72,1937-03-14,31.5,4.0,9999.9,0.0,1019.9,4.0,9999.9,0.0,1.2,4.0,11.0,4.0,13.0,999.9,37.0,27.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
73,1937-03-15,33.5,4.0,9999.9,0.0,1014.4,4.0,9999.9,0.0,1.6,4.0,13.0,4.0,13.0,999.9,36.0,30.0,99.99,999.9,_,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
74,1937-03-17,31.5,4.0,9999.9,0.0,1015.9,4.0,9999.9,0.0,0.3,4.0,3.5,4.0,5.1,999.9,34.0,28.0,99.99,999.9,_,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
75,1937-03-18,33.5,4.0,9999.9,0.0,1011.8,4.0,9999.9,0.0,0.5,4.0,1.7,4.0,5.1,999.9,36.0,32.0,99.99,999.9,_,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
76,1937-03-19,34.0,4.0,9999.9,0.0,1009.9,4.0,9999.9,0.0,1.4,4.0,1.0,4.0,1.9,999.9,36.0,32.0,99.99,999.9,_,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
77,1937-03-20,35.0,4.0,9999.9,0.0,1014.4,4.0,9999.9,0.0,1.9,4.0,1.0,4.0,1.9,999.9,36.0,32.0,99.99,999.9,_,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
78,1937-03-21,34.7,4.0,9999.9,0.0,1015.7,4.0,9999.9,0.0,3.0,4.0,6.8,4.0,13.0,999.9,37.0,32.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
79,1937-03-22,35.5,4.0,9999.9,0.0,1007.2,4.0,9999.9,0.0,2.5,4.0,17.0,4.0,23.9,999.9,36.0,32.0,99.99,999.9,_,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
80,1937-03-23,36.0,4.0,9999.9,0.0,1014.9,4.0,9999.9,0.0,5.3,4.0,10.0,4.0,13.0,999.9,37.0,34.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
81,1937-03-24,39.5,4.0,9999.9,0.0,1016.2,4.0,9999.9,0.0,2.5,4.0,8.0,4.0,13.0,999.9,45.0,36.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82,1937-03-25,39.5,4.0,9999.9,0.0,1013.5,4.0,9999.9,0.0,1.1,4.0,9.0,4.0,13.0,999.9,43.0,39.0,99.99,999.9,_,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
83,1937-03-26,38.0,4.0,9999.9,0.0,1013.1,4.0,9999.9,0.0,0.5,4.0,6.2,4.0,8.9,999.9,41.0,37.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
84,1937-03-27,37.3,4.0,9999.9,0.0,1012.8,4.0,9999.9,0.0,0.5,4.0,8.0,4.0,8.9,999.9,39.0,36.0,99.99,999.9,*,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
85,1937-03-28,39.5,4.0,9999.9,0.0,1016.8,4.0,9999.9,0.0,1.4,4.0,8.0,4.0,8.9,999.9,48.0,34.0,99.99,999.9,*,*,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
86,1937-03-29,37.7,4.0,9999.9,0.0,1023.5,4.0,9999.9,0.0,2.8,4.0,5.0,4.0,8.9,999.9,43.0,34.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
87,1937-03-31,31.0,4.0,9999.9,0.0,1027.4,4.0,9999.9,0.0,5.3,4.0,10.2,4.0,18.1,999.9,36.0,28.0,0.0,999.9,_,*,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
88,1937-04-01,36.0,4.0,9999.9,0.0,1025.6,4.0,9999.9,0.0,9.3,4.0,7.0,4.0,8.9,999.9,45.0,28.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
89,1937-04-02,33.8,4.0,9999.9,0.0,1030.8,4.0,9999.9,0.0,4.3,4.0,999.9,0.0,999.9,999.9,39.0,28.0,0.0,999.9,_,*,I,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
90,1937-04-03,35.0,4.0,9999.9,0.0,1032.6,4.0,9999.9,0.0,4.3,4.0,3.0,4.0,5.1,999.9,43.0,25.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
91,1937-04-04,38.0,4.0,9999.9,0.0,1025.9,4.0,9999.9,0.0,4.3,4.0,2.2,4.0,5.1,999.9,43.0,30.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
92,1937-04-05,35.0,4.0,9999.9,0.0,1022.2,4.0,9999.9,0.0,5.3,4.0,3.5,4.0,5.1,999.9,41.0,28.0,0.0,999.9,_,*,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
93,1937-04-06,35.5,4.0,9999.9,0.0,1023.5,4.0,9999.9,0.0,4.3,4.0,4.5,4.0,8.9,999.9,45.0,27.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
94,1937-04-07,37.5,4.0,9999.9,0.0,1025.5,4.0,9999.9,0.0,2.8,4.0,999.9,0.0,999.9,999.9,46.0,27.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
